-45.0	88.0	-47.0
-42.0	92.0	-47.0
-40.0	90.0	-47.0
-39.0	89.0	-45.0
-39.0	87.0	-52.0
-33.0	91.0	-51.0
-30.0	90.0	-51.0
-31.0	93.0	-54.0
-31.0	89.0	-55.0
-24.0	102.0	-52.0
-22.0	92.0	-46.0
-6.0	89.0	-43.0
9.0	72.0	-43.0
22.0	52.0	-44.0
17.0	26.0	-49.0
10.0	11.0	-46.0
-1.0	-2.0	-39.0
-13.0	-8.0	-39.0
-24.0	-13.0	-41.0
-40.0	-9.0	-44.0
-49.0	-2.0	-48.0
-60.0	2.0	-55.0
-68.0	9.0	-50.0
-74.0	24.0	-49.0
-75.0	26.0	-51.0
-74.0	28.0	-54.0
-74.0	28.0	-62.0
-69.0	28.0	-67.0
-61.0	27.0	-79.0
-51.0	28.0	-90.0
-41.0	29.0	-88.0
-32.0	36.0	-94.0
-25.0	35.0	-91.0
-13.0	33.0	-91.0
-2.0	30.0	-84.0
10.0	30.0	-67.0
18.0	34.0	-39.0
20.0	34.0	-40.0
19.0	35.0	-40.0
12.0	30.0	-68.0
-11.0	29.0	-85.0
-33.0	33.0	-100.0
-50.0	34.0	-95.0
-62.0	33.0	-83.0
-69.0	36.0	-69.0
-73.0	40.0	-62.0
-77.0	39.0	-55.0
-77.0	36.0	-42.0
-70.0	31.0	-14.0
-50.0	27.0	2.0
-31.0	23.0	8.0
-17.0	26.0	10.0
-14.0	26.0	10.0
-18.0	24.0	12.0
-37.0	18.0	8.0
-55.0	21.0	0.0
-67.0	23.0	-14.0
-78.0	25.0	-41.0
-70.0	15.0	-57.0
-63.0	7.0	-63.0
-43.0	-1.0	-64.0
-23.0	-8.0	-60.0
-23.0	-8.0	-60.0
-22.0	-14.0	-56.0
-12.0	-7.0	-53.0
-5.0	-3.0	-53.0
11.0	6.0	-50.0
20.0	27.0	-54.0
19.0	45.0	-56.0
17.0	59.0	-51.0
14.0	65.0	-41.0
14.0	64.0	-32.0
15.0	63.0	-26.0
13.0	65.0	-17.0
9.0	65.0	-13.0
4.0	60.0	-4.0
-1.0	61.0	5.0
-24.0	55.0	10.0
-33.0	53.0	8.0
-34.0	54.0	9.0
-37.0	58.0	11.0
-41.0	51.0	12.0
-41.0	51.0	12.0
-32.0	46.0	10.0
-31.0	48.0	11.0
-30.0	44.0	17.0
-23.0	49.0	17.0
-2.0	47.0	9.0
17.0	48.0	-10.0
22.0	45.0	-54.0
7.0	46.0	-84.0
-11.0	53.0	-94.0
-27.0	54.0	-97.0
-33.0	54.0	-103.0
-16.0	50.0	-94.0
6.0	52.0	-78.0
18.0	55.0	-58.0
21.0	56.0	-26.0
9.0	57.0	-3.0
-9.0	51.0	12.0
-24.0	46.0	18.0
-30.0	34.0	13.0
-34.0	39.0	15.0
-42.0	47.0	15.0
-37.0	53.0	15.0
-33.0	51.0	12.0
-26.0	55.0	15.0
-25.0	59.0	10.0
-16.0	58.0	8.0
-14.0	61.0	7.0
-8.0	60.0	9.0
-6.0	61.0	3.0
-12.0	55.0	9.0
-16.0	45.0	15.0
-14.0	42.0	15.0
-6.0	40.0	13.0
-2.0	41.0	7.0
-14.0	41.0	12.0
-45.0	38.0	11.0
-70.0	42.0	-11.0
-76.0	46.0	-41.0
-72.0	54.0	-72.0
-56.0	53.0	-85.0
